row_id,paper_id,title,year,outcome,outcome_unit,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,sd_treatment,sd_control,se_treatment,se_control,treatment_description,control_description,confidence,source_type,notes,moderators
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::175,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,70.2,74.3,-5.518169582772536,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05. Production system effect ns for HLW in 2021.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Glosa', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::176,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,71.3,71.6,-0.4189944134078173,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Izvor', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::177,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,70.7,71.0,-0.4225352112676016,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,"LSD is for C x S interaction at P≤0.05. Note: Table 4 shows 'Average per cultivar' = 79.8 for Miranda 2021, which appears to be a typo (should be ~70.85).","{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Miranda', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::178,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,72.7,74.0,-1.756756756756753,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Pajura', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::179,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,76.6,78.0,-1.794871794871802,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Pitar', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::180,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,77.1,77.4,-0.3875968992248209,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Ursita', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::181,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,74.2,75.5,-1.7218543046357575,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Şimnic 60', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::182,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,76.6,77.3,-0.9055627425614526,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Adelina', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::183,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,74.4,75.7,-1.717305151915452,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Otilia', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight::184,IoanaCDUNĂREANU_2022_Grain_Yield_and_Hectolitre_Weight,Grain Yield and Hectolitre Weight of Some Wheat Cultivars in Organic and Conventional Production Systems,2022,Hectolitre weight,kg/hl,76.5,77.5,-1.2903225806451613,3.0,3.0,LSD,4.26,,,,,Organic production system (no-chemical input),Conventional production system (typical practices),high,table,LSD is for C x S interaction at P≤0.05.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat (Triticum aestivum L.)', 'mod_region': 'Oltenia, Romania', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'reddish preluvosoil (pH 5.08-5.33, humus 2.2-2.7%)', 'mod_study_duration_years': 3.0, 'mod_year_of_harvest': 2021.0, 'mod_country': 'Romania', 'mod_cultivar': 'Bezostaia', 'mod_experimental_design': 'split-plot, 3 replications', 'mod_station': 'ARDS Şimnic, Craiova'}"
organic_yield_gap::JohannaRüegg_2025_Competitive_yields_in_organic_and::185,JohannaRüegg_2025_Competitive_yields_in_organic_and,Competitive yields in organic and agroforestry cacao cropping systems: results from 15 years of a long-term systems comparison trial in Bolivia,2025,Cacao dry bean yield,kg/ha,780.0,950.0,-17.894736842105264,4.0,4.0,SE,,,,40.0,55.0,"MON-ORG: Organic monoculture (compost fertilization, perennial cover crop, no synthetic inputs)","MON-CON: Conventional monoculture (mineral fertilizer, herbicides allowed)",medium,figure,"Mean values estimated from Figure 2a bar chart. Text confirms 18% less cacao in MON-ORG vs MON-CON. SE estimated from error bars. System effect p<0.001, F=51.27. Mixture of 12 cacao varieties, 1/3 re-grafted in 2018.","{'mod_crop_type': 'tree crop', 'mod_crop_species': 'cacao (Theobroma cacao)', 'mod_region': 'Alto Beni, Bolivia', 'mod_climate_zone': 'humid tropical', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'Lixisols and Luvisols', 'mod_study_duration_years': 15.0, 'mod_study_phase': 'whole period (2011-2022)', 'mod_system_type': 'monoculture', 'mod_planting_density': '625 trees/ha (4m x 4m)'}"
organic_yield_gap::JohannaRüegg_2025_Competitive_yields_in_organic_and::196,JohannaRüegg_2025_Competitive_yields_in_organic_and,Competitive yields in organic and agroforestry cacao cropping systems: results from 15 years of a long-term systems comparison trial in Bolivia,2025,Cacao dry bean yield,kg/ha,330.0,527.0,-37.381404174573056,4.0,4.0,SE,,,,25.0,30.0,"AFS-SUC: Successional agroforestry (organic management, no external inputs, high diversity, dynamic agroforestry principles)","AFS-CON: Conventional agroforestry (market-oriented, mineral fertilizer at 50% of monoculture rate)",medium,figure,"AFS-SUC value estimated from Figure 2a. AFS-CON = 527 from text. CAUTION: This comparison confounds organic vs conventional management WITH system design differences (successional vs market-oriented). AFS-SUC has much higher shade tree density and crop diversity. AFS-SUC had lowest cacao yields, marked 'D' in Fig 2a. MON-CON was 2.4 times higher than AFS-SUC.","{'mod_crop_type': 'tree crop', 'mod_crop_species': 'cacao (Theobroma cacao)', 'mod_region': 'Alto Beni, Bolivia', 'mod_climate_zone': 'humid tropical', 'mod_organic_certification_status': 'organic-principles (no external inputs)', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'Lixisols and Luvisols', 'mod_study_duration_years': 15.0, 'mod_study_phase': 'whole period (2011-2022)', 'mod_system_type': 'successional agroforestry vs market-oriented agroforestry', 'mod_planting_density': '625 cacao trees/ha + high density associated species'}"
organic_yield_gap::JohnRTeasdale_2017_Meteorological_fluctuations_define_longterm_crop::197,JohnRTeasdale_2017_Meteorological_fluctuations_define_longterm_crop,Meteorological fluctuations define long-term crop yield patterns in conventional and organic production systems,2017,"Corn grain yield (least squared mean, ANCOVA-adjusted for precipitation and heat stress)",kg/ha,4610.0,6660.0,-30.78078078078078,202.0,123.0,,,,,,,"Organic corn (3 rotations pooled: 2-yr corn-soybean, 3-yr corn-soybean-wheat, 6-yr corn-soybean-wheat-alfalfa-alfalfa-alfalfa; legume cover crops, alfalfa, poultry litter for N; USDA NOP standards)","Conventional corn (2 systems pooled: no-tillage and chisel-tillage; herbicide and fertilizer programs, genetically modified cultivars)",high,text,"Least squared means from ANCOVA adjusting for precipitation and heat stress covariates, not raw means. n values are total plot-year observations across all systems and years within each management group. Paper reports 31% yield reduction. When weed cover added as additional covariate, gap reduced from 31% to 16%. 1999 data excluded (extreme drought killed crops); 2003 conventional corn excluded (wet weather prevented standard management).","{'mod_crop_type': 'cereal', 'mod_crop_species': 'corn (Zea mays)', 'mod_region': 'Beltsville, Maryland, USA', 'mod_climate_zone': 'temperate', 'mod_study_duration': 18.0, 'mod_organic_certification_status': 'certified', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'silt loam (Christiana, Matapeake, Keyport, Mattapex series)', 'mod_design': 'split-plot, 4 blocks, 0.1 ha subplots', 'mod_study_period': '1996-2014', 'mod_analysis': 'ANCOVA with precipitation and heat stress as covariates'}"
organic_yield_gap::JohnRTeasdale_2017_Meteorological_fluctuations_define_longterm_crop::198,JohnRTeasdale_2017_Meteorological_fluctuations_define_longterm_crop,Meteorological fluctuations define long-term crop yield patterns in conventional and organic production systems,2017,"Soybean grain yield (least squared mean, ANCOVA-adjusted for precipitation and heat stress)",kg/ha,2420.0,3040.0,-20.394736842105264,191.0,134.0,,,,,,,"Organic soybean (3 rotations pooled: 2-yr corn-soybean, 3-yr corn-soybean-wheat, 6-yr corn-soybean-wheat-alfalfa-alfalfa-alfalfa; legume cover crops, alfalfa, poultry litter for N; USDA NOP standards)","Conventional soybean (2 systems pooled: no-tillage and chisel-tillage; herbicide and fertilizer programs, genetically modified cultivars)",high,text,"Least squared means from ANCOVA adjusting for precipitation and heat stress covariates, not raw means. n values are total plot-year observations across all systems and years within each management group. Paper reports 20% yield reduction. When weed cover added as additional covariate, gap reduced from 20% to 7%. 2010 organic soybean excluded (seed shattered before harvest). Conventional soybean n differs slightly between correlation (134) and regression (131) analyses in Table 1; using 134. P-value for organic vs conventional soybean comparison not explicitly stated in text (only corn stated as P<0.05).","{'mod_crop_type': 'legume', 'mod_crop_species': 'soybean (Glycine max)', 'mod_region': 'Beltsville, Maryland, USA', 'mod_climate_zone': 'temperate', 'mod_study_duration': 18.0, 'mod_organic_certification_status': 'certified', 'mod_experiment_type': 'long-term trial', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'silt loam (Christiana, Matapeake, Keyport, Mattapex series)', 'mod_design': 'split-plot, 4 blocks, 0.1 ha subplots', 'mod_study_period': '1996-2014', 'mod_analysis': 'ANCOVA with precipitation and heat stress as covariates'}"
organic_yield_gap::JuanMHerrera_2020_Lessons_From_20_Years_of::199,JuanMHerrera_2020_Lessons_From_20_Years_of,Lessons From 20 Years of Studies of Wheat Genotypes in Multiple Environments and Under Contrasting Production Systems,2020,Grain yield (network-wide mean across all sites and years),dt ha-1,46.86,70.4,-33.43750000000001,,,,,,,,,"Organic management (OM): ~90 kg N ha-1 as liquid manure, no synthetic pesticides or mineral fertilizers, 380 seeds m-2, 11 sites, 1998-2018, 102 genotypes total","Conventional low-inputs (LM): 150 kg N ha-1, no fungicide, 350 seeds m-2, ~10 sites, 1998-2018, 300 genotypes total",medium,text,"CAUTION: Organic and conv-low networks were at different sites with different genotypes. The 33.5% gap overstates the true system effect. With common genotypes in last 3 overlapping years, HM-OM=20.23 and HM-LM=14.32 dt/ha, so LM-OM=5.91 dt/ha (~8.4% gap). Overall means: OM=46.86 from 11 organic sites, LM=70.40 from ~10 LM sites. 3 replications per plot at each site. Units: 1 dt/ha = 100 kg/ha.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'winter wheat (bread wheat)', 'mod_region': 'Switzerland', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'long-term variety trial network', 'mod_irrigation': 'rainfed', 'mod_soil_type': 'Cambisols (mostly)', 'mod_study_duration_years': 20.0, 'mod_organic_certification': 'organic-principles', 'mod_comparison_type': 'organic vs conv low-inputs', 'mod_n_organic_sites': 11.0, 'mod_n_conv_sites': 10.0, 'mod_note': 'Networks conducted at DIFFERENT sites with DIFFERENT genotypes and partially overlapping time periods; yield difference of 23.54 dt/ha includes site and genotype confounding. With common genotypes in last 3 years, OM-LM gap narrows to ~5.91 dt/ha (p<0.05), suggesting most of the 33% gap is confounded.'}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::200,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Barley yield,t/ha,4.851,6.3,-23.0,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)","Conventional farming (N 85 kg/ha, P 15 kg/ha, K 45 kg/ha synthetic fertilization)",medium,table,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy. No field-trial variance available — these are model-derived estimates.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'barley', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 1.39, 'mod_yield_modifier': 0.77}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::201,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Linseed yield,t/ha,0.511,0.7,-27.0,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,table,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy. Linseed noted as 'Oilseeds_other' in FABLE calculator.,"{'mod_crop_type': 'oilseed', 'mod_crop_species': 'linseed', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 43.67, 'mod_yield_modifier': 0.73}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::202,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Maize yield,t/ha,5.632,8.8,-36.00000000000001,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,table,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 0.95, 'mod_yield_modifier': 0.64}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::203,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Oats yield,t/ha,3.675,4.9,-25.00000000000001,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,table,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'oats', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 15.25, 'mod_yield_modifier': 0.75}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::204,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Peas yield,t/ha,2.73,3.0,-9.000000000000002,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,table,"Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy. Legumes show smallest yield gap, consistent with N-fixation advantage.","{'mod_crop_type': 'legume', 'mod_crop_species': 'peas', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 15.33, 'mod_yield_modifier': 0.91}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::205,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Rapeseed yield,t/ha,3.354,3.9,-13.999999999999996,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,table,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,"{'mod_crop_type': 'oilseed', 'mod_crop_species': 'rapeseed', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 0.15, 'mod_yield_modifier': 0.86}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::206,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Rye yield,t/ha,3.312,4.6,-28.0,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,table,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'rye', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 9.09, 'mod_yield_modifier': 0.72}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::207,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Sugarbeet yield,t/ha,51.04,63.8,-20.0,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,table,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy.,"{'mod_crop_type': 'root/tuber', 'mod_crop_species': 'sugarbeet', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 0.33, 'mod_yield_modifier': 0.8}"
organic_yield_gap::LiviaRasche_2022_How_will_an_increase_in::208,LiviaRasche_2022_How_will_an_increase_in,How will an increase in organic agricultural area affect land use in Germany?,2022,Wheat yield,t/ha,5.037,7.3,-31.0,,,,,,,,,"Organic farming (manure fertilization, legume catch crops, no synthetic inputs)",Conventional farming (synthetic fertilization),medium,table,Organic yield modifier is median of simulated yield ratios across 5146 German simulation units. FAOSTAT yield used as conventional proxy. Includes durum wheat.,"{'mod_crop_type': 'cereal', 'mod_crop_species': 'wheat', 'mod_region': 'Germany', 'mod_climate_zone': 'temperate', 'mod_experiment_type': 'crop model simulation (Pest-EPIC, 5146 units, 2010-2019 average)', 'mod_organic_area_share_pct': 1.64, 'mod_yield_modifier': 0.69}"
organic_yield_gap::LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize::209,LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Combining ability of tropical maize cultivars in organic and conventional production systems,2011,Grain yield,kg/ha,7621.0,6030.0,26.38474295190713,3.0,3.0,SE,668.1,,,668.1,668.1,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,table,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). GY corrected to 13% moisture. Organic area cultivated since 2002.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize', 'mod_region': 'Viçosa, Minas Gerais, Brazil', 'mod_climate_zone': 'tropical', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_study_duration_years': 1.0, 'mod_cultivar': 'AG 1051 x D 170', 'mod_cultivar_type': 'hybrid combination', 'mod_plant_density': '55000 plants/ha', 'mod_elevation_m': 640.0}"
organic_yield_gap::LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize::210,LucimarRodriguesdeOliveira_2011_Combining_ability_of_tropical_maize,Combining ability of tropical maize cultivars in organic and conventional production systems,2011,Grain yield,kg/ha,5544.0,6352.0,-12.720403022670029,3.0,3.0,SE,668.1,,,668.1,668.1,"Organic system (cattle manure + crop residue compost, 40 m3/ha)",Conventional system (NPK 8-28-16 at 400 kg/ha + 60 kg N/ha ammonium sulfate),high,table,"Pooled SE derived from ANOVA Error MS (1,339,241, df=80) as sqrt(MSE/3). Paper reports -13% difference.","{'mod_crop_type': 'cereal', 'mod_crop_species': 'maize', 'mod_region': 'Viçosa, Minas Gerais, Brazil', 'mod_climate_zone': 'tropical', 'mod_organic_certification_status': 'organic-principles', 'mod_experiment_type': 'field trial', 'mod_irrigation': 'rainfed', 'mod_study_duration_years': 1.0, 'mod_cultivar': 'AG 1051 x D 270', 'mod_cultivar_type': 'hybrid combination', 'mod_plant_density': '55000 plants/ha', 'mod_elevation_m': 640.0}"
